param_id,test_type,trial_number,count,sd_sample,ub_sample,lb_sample,fam_duration,LT,scaled_samples,scaled_ub_sample,scaled_lb_sample,type
14,Novel,5,40,223.77999063930247,47.870006879437646,40.93499312056236,4,15.318249999999999,19.487422455623445,20.232806220836004,18.742038690410887,EIG
14,Novel,7,40,224.3075133077709,44.626930927871314,37.67556907212868,6,17.72639285714286,18.788525798483903,19.535666677153007,18.0413849198148,EIG
14,Novel,9,40,232.08823753047025,40.82499449877925,33.63250550122075,8,21.68012,17.945335598520856,18.718393117460735,17.172278079580977,EIG
14,Novel,10,40,230.1707718424003,41.88653306012259,34.75346693987741,9,19.767214285714285,18.179913369256276,18.94658404462647,17.413242693886083,EIG
15,Familiar,1,40,254.79849623616408,76.30314360321138,68.40685639678863,0,20.15585185185185,17.994675771176485,18.71824395934221,17.27110758301076,EIG
15,Familiar,2,40,255.63943048961096,73.87742401446778,65.95507598553223,1,18.24706896551724,17.547731055828784,18.27368730076533,16.821774810892233,EIG
15,Familiar,3,40,260.6164251397666,68.4507933455529,60.37420665444709,2,19.06634375,16.539070070859058,17.279159817581217,15.7989803241369,EIG
15,Familiar,4,40,256.96480918190866,62.90796097007435,54.94453902992563,3,16.999148148148148,15.533616275030733,16.263336285739783,14.803896264321676,EIG
15,Familiar,5,40,268.9120038032398,62.21808466867269,53.88441533132732,4,16.70561403508772,15.373256817960824,16.13690406958188,14.609609566339769,EIG
15,Familiar,7,40,249.2796780620852,55.16012862964152,47.43487137035848,6,14.148833333333332,14.135510894319802,14.843406928504944,13.42761486013466,EIG
15,Familiar,9,40,257.43977323270246,47.881570614289686,39.90342938571031,8,10.004521739130434,12.778411717631034,13.509480515255056,12.04734292000701,EIG
15,Familiar,10,40,237.96455950192956,47.30229905108133,39.92770094891868,9,11.712538461538461,12.727554861246006,13.403318602829765,12.051791119662246,EIG
15,Novel,2,40,313.7145324889123,84.63480704302329,74.9126929569767,1,18.61582142857143,19.354294882190636,20.245170845853572,18.4634189185277,EIG
15,Novel,3,40,334.35491307103126,87.0846330536431,76.7228669463569,2,19.665555555555557,19.74465561768653,20.694145438972125,18.79516579640093,EIG
